,village_name,school,hospital,park,retail
2126,金家沟村委会,24,6,1,64
2127,环湖村委会,121,9,28,90
2128,正仪村委会,29,12,19,46
2129,阳澄湖村委会,116,11,17,117
2130,新镇村委会,212,28,19,271
2131,合丰社区居委会,90,16,9,136
2132,邵村社区居委会,111,23,12,142
2133,陈巷村委会,72,13,10,153
2134,夏桥村委会,18,11,3,25
2135,大市村委会,95,18,7,134
2136,大唐村委会,108,23,6,149
2137,石浦村委会,52,7,69,47
2138,前白虎涧村委会,15,14,5,12
2139,尚信村委会,72,8,5,85
2140,讲礼村委会,67,18,9,79
2141,常兴庄村委会,221,35,10,123
2142,张各庄村委会,117,15,6,104
2143,上东廓村委会,6,3,6,7
2144,香屯村委会,361,52,19,178
2145,石岭村委会,142,20,1,64
2146,李家埠村委会,343,58,2,229
2147,花园村委会,10,2,1,14
2148,宝峰村委会,557,108,51,551
2149,樟林村委会,1200,163,80,841
2150,横屿村委会,574,93,86,400
2151,西园村委会,237,30,51,155
2152,斗顶村委会,334,52,58,265
2153,健康村委会,1172,148,105,743
2154,鹤林村委会,124,20,8,68
2155,东宿村委会,196,26,5,78
2156,东张村村委会,23,5,1,22
2157,元头村村委会,43,6,4,26
2158,留村村委会,249,35,23,148
2159,雷陈村委会,49,3,1,73
2160,于家庄村委会,22,3,0,22
2161,总十庄村委会,21,3,0,17
2162,盐厂寨村委会,12,2,0,6
2163,盐厂村委会,28,4,0,27
2164,武邱村委会,18,3,0,15
2165,胡士庄寨村委会,15,0,0,12
2166,周头村委会,16,0,0,13
2167,东小留村委会,16,0,0,11
2168,西小留村委会,3,2,0,5
2169,海滩村委会,19,5,3,12
2170,留章村委会,29,2,0,14
2171,陈家庄村委会,20,4,0,16
2172,马于村委会,22,5,0,20
2173,东赵家庄村委会,25,5,0,25
2174,北冻光村委会,18,4,0,24
2175,北辛庄村委会,30,4,0,15
2176,南辛庄村委会,23,4,0,27
2177,前彭头村委会,20,4,0,26
2178,后彭头村委会,123,16,12,106
2179,西队村委会,8,0,0,8
2180,吕家庄村委会,36,2,0,25
2181,光灿村委会,320,51,15,177
2182,屯尚村委会,26,1,0,14
2183,万庄村委会,16,1,0,19
2184,田村村委会,14,1,0,17
2185,北旺村委会,15,8,0,24
2186,东曹村委会,19,4,1,14
2187,南张里村委会,12,2,0,6
2188,候城村委会,14,3,0,12
2189,管洽村委会,204,30,6,104
2190,安家庄村委会,50,7,6,39
2191,王家庄村委会,171,33,10,347
2192,前蔡村委会,197,46,11,395
2193,可慕村委会,41,11,6,45
2194,桥头村委会,177,35,10,361
2195,后蔡村委会,198,39,13,212
2196,前埔村委会,232,47,11,400
2197,庵前村委会,107,38,6,238
2198,下官路村委会,91,27,5,198
2199,井边村委会,74,23,7,145
2200,洋尾村委会,114,49,5,198
2201,官田村委会,176,61,8,245
2202,张林村委会,530,111,20,773
2203,梧埭村委会,564,123,23,900
2204,宫口村委会,601,128,25,934
2205,桂林村委会,581,130,28,1048
2206,坊脚村委会,482,112,23,910
2207,江头回族村委会,558,125,21,1126
2208,溪边回族村委会,602,128,26,1111
2209,岸兜回族村委会,599,133,29,1074
2210,鹏头回族村委会,536,125,21,1152
2211,花厅口回族村委会,604,143,29,1114
2212,湖中村委会,20,3,0,12
2213,苏厝村委会,538,134,19,1221
2214,涵口村委会,424,113,18,1106
2215,横坂村委会,465,117,18,1097
2216,涵埭村委会,383,95,18,993
2217,洋埭村委会,417,100,31,1005
2218,庵上村委会,596,98,37,1045
2219,海尾村委会,551,77,29,881
2220,仙石村委会,531,95,34,1052
2221,高坑村委会,110,34,10,143
2222,龙下村委会,109,33,6,148
2223,许西坑村委会,98,28,10,127
2224,塔头孙村委会,361,101,27,1017
2225,池店村委会,484,94,32,1014
2226,浯潭村委会,405,99,31,1007
2227,新店村委会,373,103,25,1018
2228,钱头村委会,441,100,32,1015
2229,洋茂村委会,468,94,33,1017
2230,赤塘村委会,563,105,36,1057
2231,霞福村委会,623,103,36,1122
2232,溜石村委会,61,14,0,91
2233,溪头村委会,119,14,8,82
2234,东山村委会,679,105,31,851
2235,华洲村委会,996,133,36,1207
2236,清濛村委会,935,120,30,1230
2237,柴塔村委会,355,101,27,1015
2238,御辇村委会,590,99,33,1035
2239,唐厝村委会,299,72,24,643
2240,仕春村委会,340,92,25,828
2241,潘湖村委会,137,45,4,220
2242,上方村委会,112,29,10,237
2243,内山尾村委会,291,47,13,373
2244,新丰村委会,288,47,13,376
2245,梧坑村委会,527,70,22,630
2246,秀山村委会,112,38,23,121
2247,湖北村委会,133,33,15,268
2248,西吴村委会,388,61,17,479
2249,埔锦村委会,260,68,14,575
2250,山前村委会,139,48,6,349
2251,英墩村委会,103,30,6,225
2252,古厝村委会,273,42,9,389
2253,旦厝村委会,250,47,15,393
2254,割山村委会,56,2,0,50
2255,玉湖村委会,245,29,7,199
2256,后埔村委会,171,40,8,298
2257,玉溪村委会,82,35,4,156
2258,马坪村委会,109,33,7,134
2259,英林村委会,91,31,8,121
2260,三欧村委会,51,13,9,57
2261,古城营村委会,38,3,0,22
2262,王郭村委会,2,0,1,2
2263,新安村委会,616,75,18,886
2264,新坛村委会,584,71,20,855
2265,斗文村委会,585,72,19,821
2266,秀陇村委会,514,68,16,736
2267,华溪村委会,557,74,17,801
2268,光草洋村委会,566,70,18,777
2269,东埔村委会,418,59,13,558
2270,马栅村委会,2,1,0,0
2271,泗竹埔村委会,480,62,16,662
2272,泗竹仔村委会,524,69,16,761
2273,军屯村委会,596,77,20,842
2274,平湖村委会,581,77,18,867
2275,赵厝寮村委会,549,77,17,822
2276,赤水村委会,604,78,21,882
2277,白沙陇村委会,589,74,21,855
2278,南园村委会,470,63,20,693
2279,西陇村委会,309,32,10,412
2280,新寨村委会,266,22,10,346
2281,小扬美村委会,527,69,18,750
2282,钟潭村委会,489,70,17,690
2283,塔丰村委会,414,65,13,583
2284,塘边村委会,353,50,12,497
2285,新丰村委会,314,39,12,406
2286,松柏岭村委会,69,7,4,72
2287,华市村委会,147,13,5,169
2288,新寮村委会,562,74,21,812
2289,上寮村委会,545,72,18,788
2290,贵政山村委会,396,60,13,540
2291,多年山村委会,33,2,4,17
2292,高明村委会,113,4,3,85
2293,山湖村委会,472,64,19,644
2294,高埕村委会,405,47,14,561
2295,长岭口村委会,71,9,4,76
2296,果陇村委会,148,11,8,185
2297,光南村委会,280,23,11,362
2298,乌石村委会,121,9,7,141
2299,泥沟村委会,19,0,0,10
2300,新村村委会,153,6,8,114
2301,陈厝寨村委会,36,3,1,27
2302,横山村委会,70,6,5,47
2303,宝镜院村委会,27,1,0,22
2304,洪山村委会,72,7,6,54
2305,南村村委会,53,4,3,30
2306,钟堂村委会,73,11,3,79
2307,大陇村委会,54,3,3,38
2308,水寨村委会,69,7,2,50
2309,月屿村委会,146,9,5,160
2310,青洋山村委会,180,19,8,202
2311,华林村委会,158,14,8,152
2312,占梨村委会,14,1,1,8
2313,占苏村委会,186,17,5,195
2314,占陈村委会,151,13,5,168
2315,新寮村委会,132,12,3,138
2316,练江村委会,190,17,6,220
2317,西楼村委会,482,67,17,674
2318,西社西南村委会,455,61,18,656
2319,西社新北村委会,209,19,9,247
2320,莲坛村委会,216,20,5,248
2321,石桥头村委会,496,66,18,693
2322,新松村委会,47,8,1,31
2323,富美村委会,110,6,8,85
2324,冷美村委会,57,1,3,30
2325,竹头村委会,309,31,8,423
2326,泗坑村委会,99,9,5,102
2327,涂洋村委会,14,1,0,14
2328,高埔村委会,86,2,2,49
2329,田丰村委会,94,3,2,46
2330,远光村委会,98,3,2,54
2331,长美村委会,64,2,1,30
2332,溪南村委会,1,0,0,8
2333,尾泉村委会,16,0,0,22
2334,西水疃村委会,23,10,3,33
2335,骆庄村委会,127,12,4,173
2336,马坝村民委员会,428,52,11,256
2337,林前社区居民委员会,15,3,1,26
2338,南村村委会,1,0,0,4
2339,中村村委会,19,4,1,22
2340,北村村委会,34,4,0,26
2341,南故张村村委会,32,4,1,22
2342,北故张村村委会,41,4,1,29
2343,东羊平村村委会,11,1,0,12
2344,岸下村村委会,34,2,0,18
2345,西邸村村委会,39,2,1,22
2346,南东郭村村委会,50,3,1,21
2347,北东郭村村委会,35,5,1,17
2348,马羊村村委会,305,49,8,175
2349,北街社区居委会,408,83,9,255
2350,西街社区居委会,252,42,9,140
2351,东街社区居委会,330,75,6,201
2352,西邵村民委员会,260,44,10,160
2353,王乐田村民委员会,17,4,0,24
2354,刘六庄村民委员会,27,14,0,34
2355,八里庙村民委员会,37,11,0,39
2356,姚寨村民委员会,253,60,5,170
2357,豆堂新村村委会,17,5,0,33
2358,后尧村民委员会,41,10,0,60
2359,田油坊村民委员会,17,3,0,21
2360,常寨村民委员会,16,6,0,26
2361,隆华店村民委员会,21,5,0,18
2362,王河村民委员会,16,6,0,25
2363,代楼村民委员会,55,6,3,55
2364,河套园村委会,34,4,1,48
2365,倪集村民委员会,20,5,0,29
2366,余楼村民委员会,60,8,1,62
2367,崔河村民委员会,27,9,0,34
2368,李庄村民委员会,70,7,1,67
2369,张胡同村委会,77,8,0,77
2370,丁寨社区居委员会,26,2,0,27
2371,赵寨村民委员会,25,2,0,19
2372,邹庄村民委员会,40,3,0,33
2373,冯寨村民委员会,83,9,0,77
2374,仝大营村委会,224,32,8,163
2375,朱庙村民委员会,16,6,0,26
2376,王庄寨村民委员会,16,6,0,26
2377,甄楼村民委员会,27,10,0,36
2378,柳园村民委员会,39,8,0,45
2379,钟口村民委员会,255,44,10,158
2380,赵菜园村民委员会,14,0,0,3
2381,徐集村民委员会,28,6,0,32
2382,晏庄村民委员会,12,5,0,26
2383,张堂村民委员会,256,40,10,166
2384,仵楼村委会,21,5,0,18
2385,旧集村民委员会,24,3,0,22
2386,常庙北街村委会,4,2,0,0
2387,孙庄村民委员会,29,7,0,41
2388,李庙村民委员会,400,79,13,234
2389,杜庄村委会,28,7,0,41
2390,石庄村民委员会,16,6,0,29
2391,柳窑村民委员会,28,7,0,24
2392,西村村民委员会,27,6,0,25
2393,林后村民委员会,5,2,0,2
2394,张庄村民委员会,164,24,1,97
2395,黄庄村民委员会,35,10,0,43
2396,祝庄村民委员会,253,44,10,158
2397,袁白庄村民委员会,13,7,0,12
2398,李庄行政村,17,5,1,24
2399,姚庄寨行政村,51,11,1,47
2400,刘集村民委员会,26,6,0,25
2401,祝口村民委员会,44,6,0,40
2402,何楼村民委员会,25,10,0,28
2403,周楼村民委员会,226,29,1,142
2404,胡庄村民委员会,27,6,0,25
2405,尹黄庄村民委员会,17,6,0,30
2406,杨庄村民委员会,11,2,0,6
2407,黄楼村民委员会,6,2,0,12
2408,杨双庙村委会,17,6,0,14
2409,赵庄村委会,22,5,0,20
2410,陈楼寨村委会,16,3,0,15
2411,阎店楼村委会,17,2,0,13
2412,王楼村民委员会,26,6,0,25
2413,梁东村民委员会,13,4,0,23
2414,梁西村民委员会,26,6,0,25
2415,梁南村民委员会,13,4,0,14
2416,夏庄村民委员会,5,3,0,9
2417,南柳村民委员会,16,5,0,32
2418,柏树元村民委员会,26,6,0,25
2419,朱王庄村民委员会,15,1,0,14
2420,王堂村民委员会,19,7,0,15
2421,王善庄村民委员会,26,6,0,25
2422,安赵庄村民委员会,26,6,0,26
2423,安许楼村民委员会,26,6,0,25
2424,高集村民委员会,12,6,0,14
2425,杏花村村民委员会,14,6,0,14
2426,唐菜园村民委员会,21,5,1,37
2427,胡店村民委员会,27,6,0,25
2428,楚天集村民委员会,27,8,1,25
2429,火神台村民委员会,26,6,0,25
2430,榆林集村民委员会,16,7,0,31
2431,卫楼村民委员会,27,6,0,25
2432,霍庄村民委员会,27,6,0,25
2433,陈河村民委员会,33,11,1,28
2434,林庄村民委员会,26,6,0,25
2435,韩双楼村民委员会,30,9,0,27
2436,闫楼村民委员会,14,7,1,5
2437,程楼村民委员会,231,32,8,167
2438,苗庄村民委员会,13,4,1,9
2439,高庄集村民委员会,31,1,0,22
2440,黄庄村民委员会,31,1,0,21
2441,郭店村委会,150,35,3,131
2442,霍庄村委会,10,3,1,15
2443,友谊村委会,44,7,3,54
2444,南峰村委会,24,9,4,18
2445,溪沿村委会,3,1,1,2
2446,溪口村委会,205,55,12,151
2447,金星村委会,204,55,12,152
2448,半壁店村委会,74,25,1,104
2449,康各庄村委会,105,8,1,193
2450,黎村村委会,102,8,2,189
2451,永乐村委会,103,8,1,192
2452,红花村委会,108,7,0,193
2453,新风村委会,233,9,4,243
2454,金山村委会,601,73,46,403
2455,万红社区居委会,198,34,18,163
2456,东莱社区居委会,180,36,9,187
2457,闸上村委会,107,26,3,101
2458,东莱村委会,127,37,10,170
2459,福前村委会,412,56,27,282
2460,农联村委会,43,23,3,63
2461,张家港村委会,128,30,8,133
2462,长山村委会,26,15,0,52
2463,德积村委会,66,31,5,79
2464,向阳村委会,22,17,1,45
2465,清水村委会,42,22,3,128
2466,恬庄村委会,84,28,4,147
2467,安庆村委会,24,12,1,50
2468,永联村委会,50,25,2,80
2469,朝东圩港村委会,35,27,6,61
2470,长丰村委会,77,23,7,100
2471,李巷村委会,137,38,4,148
2472,小田村委会,22,19,2,40
2473,大张村委会,34,4,3,32
2474,民新村委会,202,40,14,284
2475,浔中村委会,188,40,14,253
2476,乐陶村委会,192,37,14,244
2477,后所村委会,52,13,6,71
2478,凤洋村委会,210,40,14,280
2479,世科村委会,239,55,23,207
2480,金锁社区居委会,198,39,14,275
2481,宝美村委会,209,40,14,284
2482,丁溪村委会,212,42,14,281
2483,丁墘村委会,40,13,4,72
2484,英山村委会,178,36,14,359
2485,高阳村委会,14,6,0,20
2486,三班村委会,106,31,8,140
2487,泗滨村委会,118,14,8,82
2488,东山村委会,15,7,0,12
2489,桥内村委会,7,7,3,11
2490,上柏村委会,120,18,15,76
2491,秋山村委会,15,15,4,22
2492,士林村委会,13,16,1,11
2493,白彪村委会,28,15,6,66
2494,天皇殿村委会,17,10,3,30
2495,高桥村委会,32,14,7,39
2496,勾里村委会,23,12,5,33
2497,孙家桥村委会,232,42,11,170
2498,大屯村委会,84,20,11,73
2499,下庄村委会,54,22,12,106
2500,郑重庄村委会,25,6,5,22
2501,怀北庄村委会,13,1,1,10
2502,立碑村委会,57,6,2,168
2503,光明村民委员会,176,16,6,381
2504,洪湖村民委员会,65,3,2,215
2505,万松村民委员会,184,11,3,242
2506,太阳村民委员会,26,2,3,33
2507,长排村民委员会,16,2,2,22
2508,范和村民委员会,56,7,0,200
2509,汉塘村民委员会,48,6,5,206
2510,望京洲村村民委员会,4,0,0,0
2511,大道村民委员会,1363,95,52,1218
2512,东平村民委员会,856,63,42,667
2513,下角村民委员会,503,33,18,713
2514,三新村民委员会,540,34,16,549
2515,马庄村民委员会,198,14,7,277
2516,冷水坑村民委员会,439,28,16,443
2517,冰塘村民委员会,315,25,15,718
2518,湖山村民委员会,242,7,2,599
2519,东升村民委员会,402,15,5,978
2520,五一村民委员会,309,12,4,535
2521,联和村民委员会,100,5,4,242
2522,小铁村民委员会,265,13,3,483
2523,乌石村民委员会,7,1,0,3
2524,青塘村民委员会,132,5,1,388
2525,柏岗村民委员会,155,7,1,334
2526,金鸡村民委员会,116,6,1,318
2527,九龙村民委员会,29,5,1,44
2528,虾村村民委员会,54,5,0,176
2529,陶前村民委员会,242,14,10,307
2530,竹仔园村民委员会,59,2,4,260
2531,泮沥村民委员会,11,1,0,14
2532,罗村村民委员会,191,12,2,234
2533,新乐村村民委员会,26,1,1,55
2534,金星村民委员会,301,34,7,233
2535,东风村委会,271,22,6,214
2536,接待村委会,89,8,3,98
2537,后西村委会,49,8,3,74
2538,亭林村委会,47,5,1,65
2539,省吟村委会,60,9,1,94
2540,后店村委会,405,52,14,285
2541,林口村委会,230,25,7,208
2542,前园村委会,221,27,8,184
2543,屿头村委会,83,16,1,99
2544,陈坝村委会,113,29,6,173
2545,锦峯村委会,56,11,1,122
2546,阳光村委会,54,11,1,119
2547,下垵村委会,55,11,1,120
2548,后港村委会,72,10,2,108
2549,琅山村委会,103,10,4,83
2550,秀土村委会,84,24,6,163
2551,玉埕村委会,167,15,2,149
2552,黄岭村委会,70,19,9,94
2553,霞西村委会,68,17,9,92
2554,五峰村委会,109,34,10,145
2555,龙西村委会,98,19,7,151
2556,里春村委会,120,25,13,156
2557,石塘湾社区居委会,107,22,5,114
2558,杨市社区居委会,81,19,16,98
2559,桃园村村委会,20,6,2,24
2560,申家村委会,13,4,1,15
2561,杨家社区村民委员会,415,66,2,154
2562,任家村委会,163,30,2,96
2563,东马村委会,22,6,1,27
2564,高南村委会,30,3,1,20
2565,西翟村委会,7,9,1,22
2566,长宋村委会,22,4,0,22
2567,刘家口村委会,20,4,0,19
2568,南北李村委会,7,0,0,6
2569,张佩环村委会,20,6,2,22
2570,归仁村委会,10,0,0,7
2571,李龙吴村委会,6,1,0,6
2572,南肖家村委会,20,6,2,22
2573,关家村委会,15,3,0,21
2574,李庄社区村民委员会,15,3,0,21
2575,曲张社区村民委员会,8,0,0,6
2576,华李社区村民委员会,13,3,1,31
2577,大徐社区村民委员会,13,3,1,32
2578,常家社区村民委员会,13,3,1,30
2579,姜城社区村民委员会,19,8,0,19
2580,王集社区村民委员会,10,7,2,11
2581,崔寨社区村民委员会,76,16,1,58
2582,杨庄村民委员会,80,12,9,90
2583,花园口村民委员会,48,4,1,75
2584,八堡村民委员会,365,19,10,523
2585,桥背村民委员会,4,0,0,4
2586,土湖村民委员会,185,13,5,325
2587,维布村民委员会,227,14,5,433
2588,新塘村民委员会,110,6,2,305
2589,白石村民委员会,98,6,4,226
2590,岭湖村民委员会,90,6,5,206
2591,茶园村民委员会,221,14,25,388
2592,岩前村民委员会,39,3,2,243
2593,长布村民委员会,53,1,2,165
2594,花果村民委员会,56,3,1,228
2595,新联村民委员会,34,4,0,238
2596,产径村民委员会,34,4,0,203
2597,东风村民委员会,23,3,1,166
2598,约场村民委员会,22,5,1,197
2599,红卫村民委员会,6,1,1,9
2600,南坑村民委员会,138,1,4,476
2601,皇后村民委员会,245,7,3,656
2602,联溪村民委员会,397,77,26,326
2603,百两村委会,146,36,3,214
2604,怡园村委会,10,2,0,12
2605,新界村委会,10,2,0,12
2606,潮塘村委会,203,36,9,224
2607,三群村委会,69,26,1,135
2608,四塘南村委会,10,2,0,13
2609,孙方村委会,190,33,9,203
2610,坎东村委会,123,25,6,140
2611,直塘村委会,84,18,10,98
2612,五姓点村委会,93,23,10,112
2613,巴里村委会,55,11,7,55
2614,东埠头村委会,86,21,9,92
2615,厉家村委会,78,18,9,100
2616,叶家村委会,97,19,9,113
2617,戎家村委会,111,39,3,139
2618,陈家村委会,89,23,10,122
2619,周家段村委会,84,23,10,121
2620,柴家村委会,95,22,10,108
2621,裘家村委会,19,6,2,57
2622,古窑浦村委会,138,24,12,149
2623,城隍庙社区,76,19,8,85
2624,鸣鹤居委会,122,23,12,142
2625,上横街村委会,202,35,13,97
2626,山海村委会,129,22,12,144
2627,卫东村委会,132,24,12,147
2628,卫西村委会,169,35,13,189
2629,卫北村委会,141,25,12,148
2630,卫南村委会,159,33,12,176
2631,五里村委会,7,2,0,3
2632,方家村委会,109,17,10,128
2633,东山头村委会,10,2,0,13
2634,东营村委会,169,35,13,191
2635,施叶村委会,49,24,1,117
2636,蒋家桥村委会,109,20,11,129
2637,锦堂村委会,126,24,11,142
2638,新泽村委会,20,12,2,41
2639,三塘头村委会,67,13,7,72
2640,大岐山村委会,136,28,13,145
2641,小团浦村委会,9,3,1,29
2642,五洞闸村委会,9,2,0,3
2643,师东村委会,106,24,12,136
2644,沈师桥村委会,48,18,5,64
2645,洞桥村委会,103,25,16,131
2646,淹浦村委会,182,21,19,115
2647,塘下村委会,76,18,8,86
2648,湖滨村委会,56,23,1,122
2649,四界村委会,48,21,0,107
2650,东海村委会,7,5,0,3
2651,东港村委会,50,21,0,104
2652,花木村委会,67,25,1,117
2653,花塘村委会,96,24,4,151
2654,南圆村委会,66,24,1,116
2655,海晏庙村委会,113,38,6,193
2656,五丰村委会,11,7,0,4
2657,五姓村委会,10,2,0,12
2658,毛三斢村委会,146,37,10,232
2659,丰潭村委会,149,38,10,231
2660,潭河沿村委会,105,40,7,166
2661,王家埭村委会,197,48,7,161
2662,石人山村委会,293,66,11,233
2663,龙舌村委会,323,75,13,261
2664,高家村委会,165,56,8,197
2665,樟树村委会,350,85,21,269
2666,林西村委会,59,28,9,108
2667,桥一村委会,10,2,0,13
2668,破山村委会,295,67,20,214
2669,联明村委会,245,66,17,234
2670,新园村委会,66,26,1,129
2671,上舍村委会,87,31,1,165
2672,双庆浦村委会,82,32,2,132
2673,水湘村委会,84,34,2,150
2674,老浦村委会,65,26,2,122
2675,洋龙村委会,71,34,1,151
2676,荣誉村委会,85,34,2,161
2677,高桥村委会,83,33,2,138
2678,浦沿村委会,10,2,0,13
2679,腰塘村委会,36,15,2,50
2680,新闸村委会,71,31,1,134
2681,黎明村委会,51,17,0,57
2682,一灶村委会,416,82,28,235
2683,上剑山村委会,10,2,0,12
2684,石堰村委会,104,26,7,112
2685,东畈村委会,10,2,0,13
2686,伍梅村委会,393,81,21,235
2687,宜青桥村委会,10,2,0,12
2688,埋马村委会,10,2,0,13
2689,秦堰村委会,259,56,13,217
2690,彭桥村委会,91,33,4,101
2691,六塘村委会,527,106,33,339
2692,傅家路村委会,10,2,0,13
2693,宏兴村委会,284,53,10,260
2694,新建村委会,109,32,8,160
2695,海南村委会,28,9,1,47
2696,大云村委会,55,27,3,91
2697,沧田村委会,10,2,0,13
2698,沧北村委会,128,34,7,212
2699,周西社区,131,44,6,237
2700,万寿寺村委会,172,45,10,242
2701,大古塘村委会,167,47,9,266
2702,云城村委会,10,2,0,12
2703,城中村委会,143,32,9,167
2704,湖塘新村委会,168,26,8,212
2705,新潮村委会,90,33,6,155
2706,新缪路村委会,50,17,5,55
2707,镇东新村委会,33,23,1,49
2708,小安村委会,26,21,1,64
2709,建五村委会,173,43,8,240
2710,元甲村委会,83,21,13,101
2711,三北居委会,216,37,13,98
2712,东门外村委会,45,15,8,73
2713,龙头场村委会,39,13,8,61
2714,西门外村委会,78,19,10,100
2715,双马村委会,80,21,11,95
2716,东渡村委会,83,20,13,92
2717,施公山村委会,83,23,12,96
2718,海甸戎村委会,67,19,10,82
2719,筋竹村委会,74,19,9,97
2720,王家路村委会,77,19,9,102
2721,淞浦村委会,6,1,0,3
2722,新西村委会,469,83,33,276
2723,新东村委会,219,40,4,170
2724,小黄楼村委会,152,21,0,95
2725,孟窑村委会,221,41,4,175
2726,后陈庄村委会,28,11,1,40
2727,丁张庄村委会,4,2,0,0
2728,孙庄村委会,32,14,3,47
2729,大黄楼村委会,108,21,3,79
2730,刘坊村委会,158,21,0,92
2731,宋湾村委会,158,21,0,94
2732,郑河村委会,114,13,7,85
2733,八里河村委会,17,1,0,18
2734,袁庄村委会,90,17,2,74
2735,党庄村委会,167,44,1,136
2736,陈楼村委会,12,5,0,11
2737,秦楼村委会,82,27,1,97
2738,姜庄村委会,14,7,0,26
2739,苟村集村委会,55,15,3,80
2740,前张口村委会,12,6,0,20
2741,祝楼村委会,23,5,0,32
2742,刘海村委会,13,5,0,25
2743,张堂村委会,43,5,0,34
2744,鹿堂村委会,12,3,0,19
2745,东张楼村委会,157,21,0,92
2746,侯楼村委会,9,1,0,7
2747,李胡同村委会,23,4,0,19
2748,马庄村委会,23,5,0,32
2749,刘海村委会,42,8,0,35
2750,胡楼村委会,8,5,0,10
2751,谭楼村委会,31,1,5,62
2752,窑上村委会,93,25,6,98
2753,瓦窑头村委会,94,11,7,87
2754,于庄村委会,100,28,6,111
2755,大高舍村委会,19,13,1,24
2756,兴隆庄村委会,144,9,16,100
2757,朱岗子村委会,82,11,9,85
2758,阎仙垡村委会,50,10,4,69
2759,葫芦垡村委会,28,10,5,64
2760,佛满村委会,17,6,1,24
2761,凤鸣村委会,10,2,0,7
2762,万福村,138,17,10,100
2763,北洋村委会,48,0,6,29
2764,洪住村委会,232,33,9,151
2765,象岗村委会,30,1,2,20
2766,陇上村委会,307,32,10,411
2767,新寨村委会,169,16,9,180
2768,锡西村委会,138,13,6,100
2769,江滨村委会,333,25,8,304
2770,潭蔡村委会,198,15,7,206
2771,石洋村委会,148,9,7,118
2772,华清村委会,461,33,9,435
2773,锡中村委会,167,16,9,181
2774,锡东村委会,145,12,5,131
2775,军埔村委会,78,7,5,70
2776,硕和村委会,101,8,6,85
2777,硕榕村委会,105,8,6,88
2778,硕联村委会,13,1,1,8
2779,楼下村委会,27,1,0,22
2780,秋江村委会,21,3,1,11
2781,北良村委会,34,2,3,12
2782,白石村委会,157,15,6,133
2783,仙美村委会,27,1,0,22
2784,英花村委会,27,1,0,22
2785,坪埔村委会,36,3,4,20
2786,玉联村委会,35,3,4,16
2787,浮山村委会,62,7,2,56
2788,东寮村委会,43,3,2,50
2789,汾水村委会,41,3,5,19
2790,林厝村委会,120,9,7,110
2791,桂东村委会,305,24,12,291
2792,棉洋村委会,320,31,14,287
2793,松山村委会,92,13,1,48
2794,塔西村委会,93,9,2,47
2795,围头村委会,145,6,5,115
2796,湖西村委会,140,6,5,107
2797,厚埔村委会,7,0,0,5
2798,新口村委会,2,2,0,4
2799,建国村委会,201,30,7,158
2800,东关村村委会,19,3,1,28
2801,兴隆宫村委会,26,3,1,25
2802,大龙华村委会,23,3,1,22
2803,小龙华村村委会,20,3,1,28
2804,夏村村委会,28,11,5,10
2805,珊门社区,194,20,2,114
2806,岳村村委会,9,8,0,8
2807,保贤村委会,296,23,16,257
2808,东湖村委会,301,28,17,258
2809,东岸村委会,157,8,11,293
2810,新堂村委会,23,3,0,17
2811,相家庄村委会,15,5,0,16
2812,东曹村村委会,244,18,16,288
2813,莲塘村委会,49,6,11,132
2814,五和村委会,29,3,7,87
2815,小泽村委会,26,2,5,48
2816,沙冲村委会,37,5,1,50
2817,新建村委会,57,5,2,67
2818,三益村委会,57,2,0,109
2819,石步村委会,2,0,0,0
2820,白庙村委会,66,10,1,82
2821,圩塘社区居委会,29,7,0,57
2822,魏村社区居委会,18,11,3,41
2823,安家村村委会,53,7,0,97
2824,东陆村村委会,91,8,1,112
2825,九龙村村委会,74,9,1,85
2826,固村巷村村委会,161,20,22,143
2827,叶家村村委会,63,17,1,120
2828,东桥村村委会,94,16,2,113
2829,何家塘村村委会,339,34,35,233
2830,大马村委会,686,85,39,377
2831,赵二街村委会,1,0,0,2
2832,细吴社区居民委员会,3,1,0,0
2833,建设村委会,18,2,1,7
2834,新村村委会,694,71,71,344
2835,塔山村委会,172,26,16,111
2836,中喻村委会,35,13,3,28
2837,新村居委会,317,66,7,195
2838,新北居委会,24,10,0,28
2839,南陈村委会,367,74,9,249
2840,田吴居委会,323,76,9,208
2841,新东居委会,293,69,9,170
2842,新段居委会,30,8,0,30
2843,街集村委会,21,9,0,26
2844,新圩居委会,15,1,0,26
2845,堰头村委会,205,37,4,92
2846,林后村委会,373,61,3,174
2847,西西周南村委会,377,57,9,160
2848,陈粮村委会,93,22,3,65
2849,嶅阴村委会,21,2,1,44
2850,老屋村委会,684,67,27,524
2851,排头村委会,585,54,19,454
2852,小洋村委会,59,6,2,54
2853,黄竹坑村委会,210,22,14,183
2854,洋潭村委会,539,54,19,440
2855,谢洋村委会,12,4,1,10
2856,培斜村委会,23,5,0,19
2857,新村村委会,21,4,1,22
2858,小马庄村委会,517,31,5,339
2859,荆垌社区居委会,395,29,6,229
2860,柏树刘社区居委会,79,14,1,116
2861,梅山村委会,84,15,1,115
2862,于寨村委会,77,9,4,103
2863,山西乔村委会,344,28,1,270
2864,古城村委会,184,18,1,159
2865,王许村委会,413,27,5,254
2866,东徐村委会,255,12,3,189
2867,侯庄村委会,196,20,12,151
2868,泗义村村委会,52,2,1,53
